Subawardee UEI,Hull,Subawardee Vendor Name,Builder,Predominant SWBS,Assigned $M,Records,First Subaward,Last Subaward,Confidence
JW6PXX1WALN4,DDG 143,HOWDEN NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
MKXMUFJJYLY5,DDG 143,WARD LEONARD CT LLC,HII-Ingalls,300 Electric Plant,,,,,B
Z89SS59265U9,DDG 143,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
HLE1E2KALJA5,DDG 143,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,300 Electric Plant,,,,,B
HWLGUR28KMS6,DDG 143,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
MMDRDDVELDX8,DDG 143,DANTE VALVE COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
QGB4RDYJNJT9,DDG 143,ELLWOOD NATIONAL FORGE COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
QVTKQ7LJE196,DDG 143,M.T. DAVIDSON COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 143,THE ENTWISTLE COMPANY LLC,HII-Ingalls,X00 Cross-Cutting Design & Construction Requirements,,,,,B
SSD8KRDXKG46,DDG 143,"THE HILLER COMPANIES, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
WSK3WRSGKAU1,DDG 143,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
XYNDM1Y7XGG7,DDG 143,AMERICAN METAL BEARING CO,HII-Ingalls,200 Propulsion Plant,,,,,B
E3YNKWRANZ18,DDG 143,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
KYURG7LRSC89,DDG 143,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
GXPHJRVG9MR7,DDG 143,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
SKKACASET588,DDG 143,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
J1T1FEN3PWX6,DDG 143,GENERAL ELECTRIC COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
SLD5KEGGLLZ3,DDG 143,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
KLDTZDR12ZB7,DDG 143,JUNIPER ELBOW CO. INC.,HII-Ingalls,500 Auxiliary Systems,,,,,B
ZW3UMG9YVNA9,DDG 143,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",HII-Ingalls,300 Electric Plant,,,,,B
Q35JL9GFCAK3,DDG 143,MAROTTA CONTROLS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
N5KMLMXEPFM5,DDG 143,PARKER HANNIFIN CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
V8HGGNTGDH59,DDG 143,PEERLESS MFG CO,HII-Ingalls,200 Propulsion Plant,,,,,B
V1MQFNQB56Z5,DDG 143,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
LG8PRS9MR697,DDG 143,SFC VALVE CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
M4ANYAZ8Q6H8,DDG 143,"Setra Systems, Inc.",HII-Ingalls,500 Auxiliary Systems,,,,,B
VJHFDLA3NLG8,DDG 143,Vulcan Metals Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
J6DMEL935CD1,DDG 143,Xylem Inc.,HII-Ingalls,500 Auxiliary Systems,,,,,B
YELYMYLF82L9,DDG 145,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 145,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
HLE1E2KALJA5,DDG 145,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,300 Electric Plant,,,,,B
HWLGUR28KMS6,DDG 145,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
SSD8KRDXKG46,DDG 145,"THE HILLER COMPANIES, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
WSK3WRSGKAU1,DDG 145,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
M6ZTA4NZGLQ5,DDG 145,ANDERSON METAL INDUSTRIES INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 145,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
KYURG7LRSC89,DDG 145,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
GXPHJRVG9MR7,DDG 145,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
SKKACASET588,DDG 145,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
QGB4RDYJNJT9,DDG 145,ELLWOOD NATIONAL FORGE COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
F42BKS7EHCL8,DDG 145,EMS Development Corporation,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
VJMTKNLENX24,DDG 145,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
J1T1FEN3PWX6,DDG 145,GENERAL ELECTRIC COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
JW6PXX1WALN4,DDG 145,HOWDEN NORTH AMERICA INC,HII-Ingalls,200 Propulsion Plant,,,,,B
SLD5KEGGLLZ3,DDG 145,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
ZW3UMG9YVNA9,DDG 145,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",HII-Ingalls,300 Electric Plant,,,,,B
N5KMLMXEPFM5,DDG 145,PARKER HANNIFIN CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
V8HGGNTGDH59,DDG 145,PEERLESS MFG CO,HII-Ingalls,200 Propulsion Plant,,,,,B
V1MQFNQB56Z5,DDG 145,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
HLVBPCA2LH41,DDG 145,Rolls-Royce Marine North America Inc.,HII-Ingalls,300 Electric Plant,,,,,B
M4ANYAZ8Q6H8,DDG 145,"Setra Systems, Inc.",HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 145,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
FZPYZ11SFNA6,DDG 145,TIMKEN GEARS & SERVICES INC.,HII-Ingalls,200 Propulsion Plant,,,,,B
YELYMYLF82L9,DDG 146,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
HLE1E2KALJA5,DDG 146,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,300 Electric Plant,,,,,B
HWLGUR28KMS6,DDG 146,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 146,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
SSD8KRDXKG46,DDG 146,"THE HILLER COMPANIES, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
WSK3WRSGKAU1,DDG 146,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 146,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
KYURG7LRSC89,DDG 146,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
GXPHJRVG9MR7,DDG 146,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
SKKACASET588,DDG 146,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
QGB4RDYJNJT9,DDG 146,ELLWOOD NATIONAL FORGE COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
F42BKS7EHCL8,DDG 146,EMS Development Corporation,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
VJMTKNLENX24,DDG 146,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
J1T1FEN3PWX6,DDG 146,GENERAL ELECTRIC COMPANY,HII-Ingalls,200 Propulsion Plant,,,,,B
JW6PXX1WALN4,DDG 146,HOWDEN NORTH AMERICA INC,HII-Ingalls,200 Propulsion Plant,,,,,B
SLD5KEGGLLZ3,DDG 146,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
ZW3UMG9YVNA9,DDG 146,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",HII-Ingalls,300 Electric Plant,,,,,B
N5KMLMXEPFM5,DDG 146,PARKER HANNIFIN CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
V8HGGNTGDH59,DDG 146,PEERLESS MFG CO,HII-Ingalls,200 Propulsion Plant,,,,,B
V1MQFNQB56Z5,DDG 146,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
M4ANYAZ8Q6H8,DDG 146,"Setra Systems, Inc.",HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 146,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
FZPYZ11SFNA6,DDG 146,TIMKEN GEARS & SERVICES INC.,HII-Ingalls,200 Propulsion Plant,,,,,B
YELYMYLF82L9,DDG 147,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 147,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
HLE1E2KALJA5,DDG 147,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,300 Electric Plant,,,,,B
HWLGUR28KMS6,DDG 147,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
SSD8KRDXKG46,DDG 147,"THE HILLER COMPANIES, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
WSK3WRSGKAU1,DDG 147,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 147,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
KYURG7LRSC89,DDG 147,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
GXPHJRVG9MR7,DDG 147,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
SKKACASET588,DDG 147,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
F42BKS7EHCL8,DDG 147,EMS Development Corporation,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
VJMTKNLENX24,DDG 147,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
JW6PXX1WALN4,DDG 147,HOWDEN NORTH AMERICA INC,HII-Ingalls,200 Propulsion Plant,,,,,B
ZW3UMG9YVNA9,DDG 147,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",HII-Ingalls,300 Electric Plant,,,,,B
N5KMLMXEPFM5,DDG 147,PARKER HANNIFIN CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
V8HGGNTGDH59,DDG 147,PEERLESS MFG CO,HII-Ingalls,200 Propulsion Plant,,,,,B
V1MQFNQB56Z5,DDG 147,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 147,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
YELYMYLF82L9,DDG 149,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
HLE1E2KALJA5,DDG 149,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",HII-Ingalls,300 Electric Plant,,,,,B
HWLGUR28KMS6,DDG 149,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 149,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
SSD8KRDXKG46,DDG 149,"THE HILLER COMPANIES, LLC",HII-Ingalls,500 Auxiliary Systems,,,,,B
FZPYZ11SFNA6,DDG 149,TIMKEN GEARS & SERVICES INC.,HII-Ingalls,200 Propulsion Plant,,,,,B
WSK3WRSGKAU1,DDG 149,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 149,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
KYURG7LRSC89,DDG 149,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
GXPHJRVG9MR7,DDG 149,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
SKKACASET588,DDG 149,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
F42BKS7EHCL8,DDG 149,EMS Development Corporation,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
VJMTKNLENX24,DDG 149,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
JW6PXX1WALN4,DDG 149,HOWDEN NORTH AMERICA INC,HII-Ingalls,200 Propulsion Plant,,,,,B
ZW3UMG9YVNA9,DDG 149,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",HII-Ingalls,300 Electric Plant,,,,,B
N5KMLMXEPFM5,DDG 149,PARKER HANNIFIN CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
V8HGGNTGDH59,DDG 149,PEERLESS MFG CO,HII-Ingalls,200 Propulsion Plant,,,,,B
V1MQFNQB56Z5,DDG 149,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
LG8PRS9MR697,DDG 149,SFC VALVE CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 149,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
